0	0:Ix
23	0:C
196	2279:C
460	2269:X
548	2269:Ix
619	2269:Ix
657	2269:E
1703	2269:C
10537	0:Ix
10605	0:Ix
10626	0:C
10682	2272:C
10720	1575:C
11018	0:Ix
11034	0:C
11133	1577:C
11281	0:Ix
11297	0:C
11338	1403:C
11578	1402:C
11639	72:C
20539	0:Ix
20590	0:Ix
20615	0:C
20680	1576:C
30532	0:Ix
30606	0:Ix
30625	0:C
30681	2272:C
30716	1575:C
31019	0:Ix
31040	0:C
31131	1577:C
31280	0:Ix
31298	0:C
31340	1403:C
31397	1402:C
31473	2272:C
31506	0:C
31662	1402:Ix
31688	1402:C
32088	2276:C
32177	0:Ix
32218	0:C
32340	1403:C
32387	72:C
42916	0:Ix
42950	0:C
43128	2279:C
43794	2269:X
43829	2269:E
45305	2269:X
45333	2269:E
45644	2269:C
50544	0:Ix
50617	0:Ix
50642	0:C
50715	2272:C
50750	1576:C
50800	1575:C
50843	1617:C
51055	0:Ix
51097	0:C
51182	1577:C
51274	0:Ix
51290	0:Ix
51322	0:C
51393	2272:C
51445	1403:C
51573	1402:Ix
51595	1402:C
51963	2276:C
52050	1402:C
52129	72:C
62898	0:Ix
62932	0:C
63108	2279:C
63164	2269:C
70538	0:Ix
70595	0:Ix
70610	0:C
70649	2272:C
70677	1575:C
71017	0:Ix
71037	0:C
71136	1577:C
71279	0:Ix
71295	0:C
71336	1403:C
71567	1402:C
71626	72:C
80545	0:Ix
80587	0:Ix
80610	0:C
80659	1576:C
90517	0:Ix
90561	0:Ix
90578	0:C
90619	2272:C
90641	1575:C
90679	1617:C
91025	0:Ix
91046	0:C
91140	1577:C
91274	0:Ix
91292	0:C
91308	1403:Ix
91323	1403:C
91389	2272:C
91441	1403:C
91571	1402:Ix
91592	1402:C
91993	2276:C
92154	1403:C
92201	72:C
100292	0:Ix
100326	0:C
100497	2279:C
100577	2269:Ix
100590	2269:Ix
102031	2269:X
102068	2269:E
102547	2269:C
110527	0:Ix
110563	0:Ix
110580	0:C
110620	2272:C
110646	1576:C
110673	1575:C
111023	0:Ix
111060	0:C
111145	1577:C
111276	0:Ix
111305	0:C
111351	1403:C
111595	1402:C
111653	72:C
130522	0:Ix
130557	0:Ix
130585	0:C
130625	2272:C
130647	1575:C
130688	1617:C
131032	0:Ix
131054	0:C
131143	1577:C
131276	0:Ix
131294	0:C
131357	1403:C
131416	1402:C
131493	2272:C
131514	0:C
131670	1402:Ix
131695	1402:C
132088	2276:C
132178	0:Ix
132201	0:C
132333	1403:C
132376	72:C
140529	0:Ix
140555	0:Ix
140573	0:C
140618	1576:C
143024	0:Ix
143040	0:C
143223	2279:C
143825	2269:X
145178	2269:E
145200	2269:X
145233	2269:E
146736	2269:X
146765	2269:E
147573	2269:C
150553	0:Ix
150600	0:Ix
150624	0:C
150678	2272:C
150717	1575:C
151030	0:Ix
151067	0:C
151159	1577:C
151274	0:Ix
151290	0:Ix
151319	0:C
151390	2272:C
151445	1403:C
151582	1402:Ix
151604	1402:C
151973	2276:C
152056	1402:C
152169	1403:C
152244	72:C
163000	0:Ix
163037	0:C
163216	2279:C
163271	2269:C
170540	0:Ix
170601	0:Ix
170623	0:C
170678	2272:C
170703	1671:C
170722	1669:C
170760	1617:C
170806	1576:C
171023	0:Ix
171062	0:C
171154	1577:C
171284	0:Ix
171315	0:C
171372	1403:C
171536	0:Ix
171561	0:C
171668	1403:C
171706	72:C
190540	0:Ix
190570	0:Ix
190607	0:C
190663	2272:C
191020	0:Ix
191041	0:C
191133	1577:C
191219	0:Ix
191233	0:C
191281	2272:Ix
191313	2272:C
191354	1403:C
191490	1402:Ix
191509	1402:C
191920	2276:C
191998	0:Ix
192026	0:C
192151	1403:C
192198	72:C
200552	0:Ix
200578	0:Ix
200600	0:C
200654	1576:C
200737	0:Ix
200753	0:C
200929	2279:C
201797	2269:X
201832	2269:E
202972	2269:X
203002	2269:E
203022	2269:X
203045	2269:E
206124	2269:X
207256	2269:E
207496	2269:C
210540	0:Ix
210584	0:Ix
210608	0:C
210656	2272:C
210703	1617:C
211021	0:Ix
211062	0:C
211152	1577:C
211274	0:Ix
211304	0:C
211347	1403:C
211581	1402:C
211653	72:C
230546	0:Ix
230585	0:Ix
230623	0:C
230685	2272:C
231021	0:Ix
231042	0:C
231132	1577:C
231277	0:Ix
231293	0:C
231332	1403:C
231388	1402:C
231461	2272:C
231493	0:C
231641	1402:Ix
231666	1402:C
232054	2276:C
232169	0:Ix
232209	0:C
232333	1403:C
232377	72:C
242919	0:Ix
242955	0:C
243134	2279:C
244725	2269:X
244760	2269:E
246247	2269:X
246276	2269:E
247742	2269:X
247771	2269:E
249235	2269:X
249263	2269:E
249475	2269:C
250544	0:Ix
250588	0:Ix
250609	0:C
250663	2272:C
251031	1617:Ix
251050	1617:C
251135	1577:C
251212	1617:Ix
251227	1617:C
251279	2272:C
251297	1617:Ix
251311	1617:C
251358	1403:C
251491	1402:Ix
251512	1402:C
251887	2276:C
251956	1617:Ix
251979	1617:C
252104	1403:C
252139	72:C
260559	1617:Ix
