0	2439:X
8	2439:E
48	2439:S
68	2439:s
76	2439:X
98	2439:C
236	0:Ix
244	0:C
283	2376:E
301	2376:Ix
306	2376:Ix
317	2376:X
379	2376:E
388	2376:X
400	2376:E
442	2376:X
452	2376:E
467	2376:C
475	2391:E
483	2391:X
497	2391:C
941	0:I
947	0:i
953	0:S
996	0:s
1000	0:Ix
2265	0:Ix
2285	0:Ix
2292	0:C
2315	2426:C
2332	8:C
2648	0:I
2656	0:i
2661	0:S
2678	0:s
2681	0:Ix
3025	0:I
3029	0:i
3033	0:S
3044	0:s
3047	0:Ix
3268	0:I
3272	0:i
3276	0:S
3287	0:s
3290	0:Ix
3707	0:Ix
3711	0:Ix
3717	0:C
3736	2406:C
4182	0:Ix
4186	0:Ix
4192	0:C
4204	2392:C
4750	0:I
4771	0:i
4775	0:Ix
4781	0:C
4818	2420:C
6036	0:I
6084	0:i
6089	0:Ix
6094	0:I
6115	0:i
6119	0:Ix
6174	0:Ix
6179	0:C
6209	2426:C
6232	0:C
6253	1714:C
6272	18:C
6330	0:Ix
6336	0:C
6455	2425:U
6486	2425:u
6514	2425:C
6535	0:Ix
6544	0:C
6559	2432:C
6566	0:Ix
6571	0:C
6585	2425:C
6720	0:I
6730	0:i
6734	0:Ix
6739	0:C
6753	2432:C
6831	2425:U
6855	2425:u
6875	2425:C
6892	0:Ix
6897	0:C
6906	2432:C
6912	0:Ix
6916	0:C
6925	2425:C
7069	0:I
7077	0:i
7080	0:Ix
7084	0:C
7096	2432:C
7154	2425:C
8200	0:Ix
8205	0:Ix
8211	0:C
8228	2401:E
8249	2401:C
9294	0:Ix
9299	0:Ix
9304	0:C
9308	2401:X
9320	2401:C
9356	0:I
9379	0:i
9383	0:Ix
9389	0:C
9412	1716:C
10553	0:Ix
10557	0:Ix
10563	0:C
10570	2391:E
10582	2391:X
10593	2391:C
10795	0:I
10817	0:i
10821	0:Ix
10827	0:C
10842	2431:U
10917	2431:u
10931	2431:C
12265	0:Ix
12295	0:Ix
12303	0:C
12340	2403:C
12404	3:Ix
12412	3:C
12426	8:C
12935	0:Ix
12942	0:C
12996	2399:E
13008	2399:U
13218	2399:Ix
13227	2399:C
13366	2415:U
13446	2415:u
13460	2415:C
13632	2399:u
13642	2399:X
13696	2399:C
14272	0:Ix
14277	0:Ix
14283	0:C
14299	2392:C
14994	0:I
15018	0:i
15022	0:Ix
15028	0:C
15044	2431:U
15112	2431:I
15136	2431:i
15141	2431:Ix
15189	2431:u
15206	2431:C
15223	2416:Ix
15272	2416:U
15292	2416:u
15305	2416:C
18649	0:I
18656	0:i
18663	0:S
18678	0:s
18682	0:Ix
19025	0:I
19029	0:i
19033	0:S
19043	0:s
19047	0:Ix
19268	0:I
19277	0:i
19282	0:S
19292	0:s
19295	0:Ix
19389	0:Ix
19397	0:Ix
19407	0:C
19423	2401:E
19433	2401:X
19440	2401:E
19448	2401:X
19466	2401:C
20651	0:Ix
20656	0:Ix
20661	0:C
20669	2391:E
20679	2391:X
20691	2391:C
20897	0:I
20916	0:i
20920	0:Ix
20926	0:C
20956	2420:C
20991	0:Ix
20997	0:C
21017	2413:C
21094	2417:C
22265	0:Ix
22290	0:Ix
22297	0:C
22315	2426:C
22474	3:C
23041	0:I
23059	0:i
23063	0:Ix
23068	0:C
23080	2397:C
23499	0:I
23512	0:i
23516	0:Ix
23520	0:C
23534	2397:X
23566	2397:C
24359	0:Ix
24364	0:Ix
24370	0:C
24383	2392:C
26036	0:I
26063	0:i
26066	0:Ix
26070	0:I
26118	0:i
26122	0:Ix
26128	0:C
26159	1714:U
26184	1714:u
26191	1714:U
26193	1714:u
26234	1714:C
26260	2433:C
29357	0:I
29378	0:i
29383	0:Ix
29388	0:C
29413	1716:C
29428	18:C
29520	0:Ix
29524	0:Ix
29530	0:C
29542	2401:E
29559	2401:C
30376	0:I
30394	0:i
30398	0:Ix
30403	0:C
30424	2394:C
30608	0:Ix
30612	0:Ix
30617	0:C
30621	2401:X
30633	2401:C
30747	0:Ix
30751	0:Ix
30757	0:C
30764	2391:E
30773	2391:X
30785	2391:C
32261	0:Ix
32339	0:Ix
32346	0:C
32365	2416:C
32394	2413:C
32408	8:C
34441	0:Ix
34445	0:Ix
34451	0:C
34463	2392:C
34648	0:I
34654	0:i
34659	0:S
34674	0:s
34679	0:Ix
35025	0:I
35029	0:i
35034	0:S
35043	0:s
35048	0:Ix
35268	0:I
35272	0:i
35277	0:S
35286	0:s
35290	0:Ix
36736	0:I
36755	0:i
36759	0:Ix
36765	0:C
36797	2420:C
40692	0:Ix
40697	0:Ix
40702	0:C
40712	2401:E
40726	2401:C
40841	0:Ix
40846	0:Ix
40851	0:C
40856	2391:E
40865	2391:X
40875	2391:C
41778	0:Ix
41783	0:Ix
41787	0:C
41791	2401:X
41803	2401:C
42257	0:Ix
42274	0:Ix
42280	0:C
42296	2426:C
42321	2403:C
42874	0:Ix
42880	0:C
42916	2399:E
42925	2399:U
43114	2399:Ix
43122	2399:C
43230	2415:U
43307	2415:u
43319	2415:C
43498	2399:u
43507	2399:X
43553	2399:C
44522	0:Ix
44527	0:Ix
44532	0:C
44546	2392:C
44906	0:I
44925	0:i
44930	0:Ix
44991	0:Ix
44996	0:C
45048	2416:U
45065	2416:u
45078	2416:C
46036	0:I
46076	0:i
46082	0:Ix
46087	0:I
46106	0:i
46111	0:Ix
46163	0:Ix
46169	0:C
46199	2426:C
46222	0:C
46243	1714:C
46262	18:C
46291	0:Ix
46296	0:C
46380	2425:U
46403	2425:u
46423	2425:C
46449	0:Ix
46457	0:C
46470	2432:Ix
46475	2432:C
46487	2425:C
46630	0:I
46640	0:i
46643	0:Ix
46648	0:C
